work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.17615/4tps-j011,10.17615/4tps-j011,Enhancing Charge Transport of 2D Perovskite Passivation Agent for Wide‐Bandgap Perovskite Solar Cells Beyond 21%,UNC Libraries,repository,2026-02-26,article,en,,,,,,0,green,0
10.1016/j.dyepig.2026.113681,10.1016/j.dyepig.2026.113681,Photoinduced electron-transfer from all-inorganic CsPbBr3 perovskite nanocrystals to naphthalenediimides,Dyes and Pigments,journal,2026-02-26,article,en,,,,,Universidade Federal Do Abc,0,hybrid,0
10.1360/ssc-2026-0020,10.1360/ssc-2026-0020,Defect-anchoring and spatial confinement strategy suppresses electrode corrosion to improve stability of inverted perovskite solar cells,Scientia Sinica Chimica,journal,2026-02-26,article,en,,,,,,0,bronze,0
10.1016/j.solmat.2026.114253,10.1016/j.solmat.2026.114253,Stepwise multi-target optimization of two-step deposition for wide-bandgap perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-02-26,article,en,,,,,Northwestern Polytechnical University,0,closed,0
10.3390/cryst16030160,10.3390/cryst16030160,Iminodiacetic Acid-Modified TiO2 Electron Transport Layers for Efficient and Stable CsPbI3−xBrx Perovskite Solar Cells,Crystals,journal,2026-02-26,article,en,,,,,Shaanxi University Of Science And Technology,0,gold,0
10.1007/s12596-026-03041-1,10.1007/s12596-026-03041-1,"Anti-fragile solar cells: materials, mechanisms, and future self-improving photovoltaics",Journal of Optics,journal,2026-02-26,article,en,,,,,Shaqra University,0,closed,0
10.1002/smll.72953,10.1002/smll.72953,A P‐Type Organic Dye as Interface Layer for Efficient and Stable Inverted Perovskite Solar Cells,Small,journal,2026-02-26,article,en,,,,,Tianjin University,0,closed,1
10.1364/oe.588125,10.1364/oe.588125,Self-powered Perovskite solar cell receiver for visible light communications,Optics Express,journal,2026-02-26,article,en,,,,,,0,gold,0
10.36948/ijfmr.2026.v08i01.69370,10.36948/ijfmr.2026.v08i01.69370,AI-Driven Real-Time Solar Tracking System Using Perovskite PV Technology for Enhanced Energy Harvesting.,International Journal For Multidisciplinary Research,journal,2026-02-26,article,en,,,,,,0,hybrid,0
10.1002/admi.202500980,10.1002/admi.202500980,Bulk Passivation via Surface Engineering with Low‐Dimensional Inorganic Perovskites,Advanced Materials Interfaces,journal,2026-02-26,article,en,,,,,Chungnam National University,0,gold,0
10.61435/ijred.2026.62013,10.61435/ijred.2026.62013,Upcycling EAF graphite electrode waste into graphene-oxide–doped PEDOT:PSS for inverted perovskite solar cells,International Journal of Renewable Energy Development,journal,2026-02-26,article,en,,,,,Sultan Ageng Tirtayasa University,0,gold,0
10.1038/s41598-026-41519-x,10.1038/s41598-026-41519-x,Investigating the optoelectronic properties and photovoltaic performance of Na2AuGaBr6 based double perovskite solar cells via numerical simulation and AI techniques,Scientific Reports,journal,2026-02-27,article,en,,,,,Gopalganj Science And Technology University,10,gold,0
10.1038/s44160-026-00993-x,10.1038/s44160-026-00993-x,Crystal-solvate pre-seeded synthesis for scalable perovskite solar cell fabrication,Nature Synthesis,journal,2026-02-27,article,en,,,,,Qingdao,6,closed,0
10.1142/s0217979226501092,10.1142/s0217979226501092,"Unveiling the potential of fluorine-based double perovskites A 2 InGaF 6 (A=Cs, Na) for UV–visible optoelectronics via first-principles analysis for optoelectronic applications",International Journal of Modern Physics B,journal,2026-02-27,article,en,,,,,Begum Rokeya University,2,closed,0
10.1016/j.joule.2025.102305,10.1016/j.joule.2025.102305,In situ detection and accurate repair of defects in printed flexible perovskite photovoltaics,Joule,journal,2026-02-27,article,en,,,,,Jiangxi Normal University,2,closed,0
10.1016/j.optcom.2026.133084,10.1016/j.optcom.2026.133084,Pressure-tuned Li-based perovskites: A DFT-Guided device-level design for next-generation solar cells,Optics Communications,journal,2026-02-27,article,en,,,,,Khulna University Of Engineering And Technology,1,closed,0
10.1002/sstr.202500885,10.1002/sstr.202500885,Interfacing 2D Perovskite Featuring Face‐Sharing Octahedra with 3D Perovskite for Stable Photovoltaics,Small Structures,journal,2026-02-27,article,en,,,,,Westlake University,1,gold,0
10.1002/smll.202513958,10.1002/smll.202513958,Quantifying the Spatial Distribution of Series Resistance in Monolithic Perovskite/Silicon Tandem Solar Cells Using Voltage‐Dependent Photoluminescence Imaging,Small,journal,2026-02-27,article,en,,,,,University Of Freiburg,1,hybrid,1
10.1016/j.micrna.2026.208623,10.1016/j.micrna.2026.208623,Efficient all-inorganic eco-friendly perovskite photovoltaic using germanium cation,Micro and Nanostructures,journal,2026-02-27,article,en,,,,,University Of Technology - Iraq,0,closed,0
10.1016/j.jechem.2026.02.030,10.1016/j.jechem.2026.02.030,Hydroxyl-driven dimethylammonium iodide volatilization for efficient CsPbI3 solar cells,Journal of Energy Chemistry,journal,2026-02-27,article,en,,,,,,0,closed,0
10.1142/s0217979226500839,10.1142/s0217979226500839,Synthesis and characterizations of the graphene-doped Cu-based MOF for certain efficient perovskite solar cells,International Journal of Modern Physics B,journal,2026-02-27,article,en,,,,,University Of Faisalabad,0,closed,0
10.1142/s0217979226501031,10.1142/s0217979226501031,"Exploring the optoelectronic potential of K 3 AlX 6 (X=Br, I) halide compounds via first-principles calculations",International Journal of Modern Physics B,journal,2026-02-27,article,en,,,,,Begum Rokeya University,0,closed,0
10.26434/chemrxiv.15000472/v1,10.26434/chemrxiv.15000472/v1,"Curated Dataset, Structure-Property Relationships and Machine Learning Prediction of Band Gaps for One-Dimensional Bismuth(III) and Antimony(III) Halides",ChemRxiv,repository,2026-02-27,preprint,en,,,,,Lomonosov Moscow State University,0,green,1
10.1016/j.inoche.2026.116389,10.1016/j.inoche.2026.116389,Tailored BiFeO3 for photovoltaics: Multiscale analysis and SCAPS Modeling,Inorganic Chemistry Communications,journal,2026-02-27,article,en,,,,,Université Moulay Ismail De Meknes,0,closed,0
10.1016/j.scib.2026.02.050,10.1016/j.scib.2026.02.050,Strongly spatial-confined self-assembled monolayers for high-performance perovskite photovoltaics,中国科学通报：英文版,journal,2026-02-27,article,en,,,,,Southern University Of Science And Technology,0,closed,1
10.1002/adma.202522942,10.1002/adma.202522942,Redox Cascade‐Driven Structural Degradation Under Reverse Bias in All‐Perovskite Tandem Solar Cells,Advanced Materials,journal,2026-02-27,article,en,,,,,Wuhan University,0,closed,1
10.1016/j.jpowsour.2026.239718,10.1016/j.jpowsour.2026.239718,Scaling an inverse relation between photovoltaic efficiency and donor carrier density for sustainable solar potential in double perovskite-based solar cells,Journal of Power Sources,journal,2026-02-28,article,en,,,,,University Of The Punjab,4,closed,0
10.1016/j.solmat.2026.114269,10.1016/j.solmat.2026.114269,Cu-doped Co3O4 colloid hole-transporting material for the stable perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-02-28,article,en,,,,,Donghua University,2,closed,0
10.1016/j.cinorg.2026.100148,10.1016/j.cinorg.2026.100148,Structural and optical properties in manganese doping-driven Bi-based perovskite microcrystal,Chemistry of Inorganic Materials,journal,2026-02-28,article,en,,,,,Basque Center For Materials Applications And Nanostructures,1,gold,0
10.3390/inorganics14030073,10.3390/inorganics14030073,"First-Principles Study of Two-Dimensional A2SnI4 (A = MA, DMA, GUA) Ruddlesden–Popper Perovskites",Inorganics,journal,2026-02-28,article,en,,,,,Yunnan University,1,gold,0
10.1002/rar2.70181,10.1002/rar2.70181,Vertically Oriented Single‐Layer Grains for a Highly Bifunctional Perovskite Photovoltaic Light‐Emitting Device,Rare Metals,journal,2026-02-28,article,en,,,,,Zhengzhou University Of Light Industry,1,hybrid,0
10.1016/j.solmat.2026.114265,10.1016/j.solmat.2026.114265,Unlocking 30% efficiency in perovskite solar cells via dual black phosphorene interfaces for superior charge extraction: A SCAPS-1D simulation study,Solar Energy Materials and Solar Cells,journal,2026-02-28,article,en,,,,,Fujian University Of Technology,1,closed,0
10.5281/zenodo.18814239,10.5281/zenodo.18814239,Advanced Passivation and Architecture for Breaking the Shockley Queisser Limit in Perovskite Silicon Tandem Solar Cells,,,2026-02-28,article,en,,,,,,0,gold,0
10.1016/j.mssp.2026.110561,10.1016/j.mssp.2026.110561,Interface regulation of CsF on the NiOX hole transport layer in inverted perovskite solar cells,Materials Science in Semiconductor Processing,journal,2026-02-28,article,en,,,,,North University Of China,0,closed,0
10.5281/zenodo.18814199,10.5281/zenodo.18814199,Breaking the Shockley-Queisser Limit: Advanced Passivation and Architecture of Perovskite-Silicon Tandem Solar Cells,,,2026-02-28,article,en,,,,,,0,gold,0
10.5281/zenodo.18814198,10.5281/zenodo.18814198,Breaking the Shockley-Queisser Limit: Advanced Passivation and Architecture of Perovskite-Silicon Tandem Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,en,,,,,,0,green,0
10.1016/j.tsf.2026.140900,10.1016/j.tsf.2026.140900,Dimethylammonium Iodide - Modified CsPbI2Br Thin Films with Enhanced Structural and Optical Properties via Radio Frequency Magnetron Sputtering,Thin Solid Films,journal,2026-02-28,article,en,,,,,Guangzhou,0,closed,0
10.5281/zenodo.18814238,10.5281/zenodo.18814238,Advanced Passivation and Architecture for Breaking the Shockley Queisser Limit in Perovskite Silicon Tandem Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,en,,,,,,0,green,0
10.1002/asia.70663,10.1002/asia.70663,Supramolecular Chemistry Regulation of Perovskite Solar Cells: From Material Design to Device Stability,Chemistry - An Asian Journal,journal,2026-02-28,article,en,,,,,Yangzhou University,0,closed,0
10.3390/mi17030314,10.3390/mi17030314,A Novel Transformer Architecture for Scalable Perovskite Thin-Film Detection,Micromachines,journal,2026-02-28,article,en,,,,,Jiangsu Normal University,0,gold,1
10.1142/s0217979226500785,10.1142/s0217979226500785,DFT-based study on the physical and molecular dynamics properties of some E 3 IO alkaline-metal anti-perovskites for renewable energy applications,International Journal of Modern Physics B,journal,2026-02-28,article,en,,,,,Khulna University Of Engineering And Technology,0,closed,0
10.7836/kses.2026.46.1.001,10.7836/kses.2026.46.1.001,Understanding Electric Properties Thickness of SnO2 with Atomic Layer Deposition,Journal of the Korean Solar Energy Society,journal,2026-02-28,article,en,,,,,Chungnam National University,0,diamond,0
10.20517/ss.2025.104,10.20517/ss.2025.104,Compositing halide perovskites for multifunctionalities beyond optoelectronics,Soft Science,journal,2026-02-28,article,en,,,,,,0,hybrid,0
10.5281/zenodo.19333000,10.5281/zenodo.19333000,ETM ENGINEERING AND PERFORMANCE OPTIMIZATION OF LEAD-FREE K₂GeBr₆ PEROVSKITE SOLAR CELLS,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,de,,,,,,0,green,0
10.5281/zenodo.19396073,10.5281/zenodo.19396073,ETM ENGINEERING AND PERFORMANCE OPTIMIZATION OF LEAD-FREE K₂GeBr₆ PEROVSKITE SOLAR CELLS,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,de,,,,,,0,green,0
10.5281/zenodo.19396998,10.5281/zenodo.19396998,ETM ENGINEERING AND PERFORMANCE OPTIMIZATION OF LEAD-FREE K₂GeBr₆ PEROVSKITE SOLAR CELLS,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,de,,,,,,0,green,0
10.5281/zenodo.20567735,10.5281/zenodo.20567735,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,de,,,,,,0,green,0
10.5281/zenodo.21524397,10.5281/zenodo.21524397,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-02-28,article,de,,,,,,0,green,0
10.1002/adsu.202600008,10.1002/adsu.202600008,Stability of Lead‐Free Perovskite Solar Cells,Advanced Sustainable Systems,journal,2026-03-01,article,en,,,,,Charles Darwin University,8,hybrid,0
10.1016/j.joule.2025.102310,10.1016/j.joule.2025.102310,Stable comprehensive dopants for efficient and scalable perovskite solar cells,Joule,journal,2026-03-01,article,en,,,,,City University Of Hong Kong,6,hybrid,1
10.1016/j.mtcomm.2026.114968,10.1016/j.mtcomm.2026.114968,Predicting photovoltaic output parameters of perovskite solar cells using explainable machine learning with physics-informed and simulation-derived descriptors,Materials Today Communications,journal,2026-03-01,article,en,,,,,Selçuk University,4,hybrid,0
10.1016/j.chempr.2026.102965,10.1016/j.chempr.2026.102965,A metal-ion-linked self-assembled molecular layer as a robust hole-selective contact for perovskite solar cells,Chem,journal,2026-03-01,article,en,,,,,Shanghaitech University,3,closed,0
10.1002/pssr.202500439,10.1002/pssr.202500439,"Core–Shell Engineering of CsPbBr 3 Nanocrystals: Structures, Properties, and Applications",physica status solidi (RRL) - Rapid Research Letters,journal,2026-03-01,article,en,,,,,University Of Cagliari,2,hybrid,0
10.26599/emd.2026.9370089,10.26599/emd.2026.9370089,Eco-friendly lead-free and low-lead perovskite solar cells,Energy Materials and Devices,journal,2026-03-01,article,en,,,,,Huazhong University Of Science And Technology,2,diamond,0
10.1002/flm2.70045,10.1002/flm2.70045,In situ coating strategy for flexible all‐perovskite tandem modules: A new path toward high‐efficiency flexible photovoltaics,FlexMat.,journal,2026-03-01,article,en,,,,,Nanjing University Of Posts And Telecommunications,2,diamond,1
10.1002/adts.202501547,10.1002/adts.202501547,Machine Learning‐Based Optimization of Perovskite Solar Cell Architecture Using Real‐World Database and Physical‐Driven Features,Advanced Theory and Simulations,journal,2026-03-01,article,en,,,,,Technical And Vocational University,2,closed,0
10.1002/pssb.202500536,10.1002/pssb.202500536,Electronic Structure and Optical Properties of ABI 3 Inorganic Lead‐Free Halide Perovskites: A DFT + U Study,physica status solidi (b),journal,2026-03-01,article,en,,,,,Yunnan Open University,2,closed,0
10.1002/smsc.202500603,10.1002/smsc.202500603,Design and Performance of Two‐Sided Self‐Protecting Perovskite Solar Cells for Indoor Vertical Applications,Small Science,journal,2026-03-01,article,en,,,,,Institute For Microelectronics And Microsystems,2,gold,0
10.1002/adts.202501992,10.1002/adts.202501992,"DFT and TD‐DFT Study of Al‐Based Fluoro‐Perovskites AlMF 3 (M = Ca, Zn, Ge) for Photovoltaic Applications",Advanced Theory and Simulations,journal,2026-03-01,article,en,,,,,Chandigarh University,2,closed,0
10.1007/s42247-026-01351-5,10.1007/s42247-026-01351-5,Green synthesis of Ag-doped NiOx hole transport layer for perovskite solar cell,Emergent Materials,journal,2026-03-01,article,en,,,,,University Of Dhaka,2,closed,0
10.3390/applnano7010008,10.3390/applnano7010008,"Influence of Temperature on Electron Transport, Current-Voltage Characteristics, and Capacitive Properties of MIM Nanostructures with Amorphous Niobium Pentoxide",Applied Nano,journal,2026-03-01,article,en,,,,,Saint Petersburg State Electrotechnical University,1,gold,0
10.1002/adom.202503615,10.1002/adom.202503615,Exploration of Pyridyl Porphyrin as Ultrafast Hot Hole Extractor From Colloidal CsPbI 3 Quantum Dots,Advanced Optical Materials,journal,2026-03-01,article,en,,,,,Indian,1,closed,0
10.1002/aesr.202500489,10.1002/aesr.202500489,Enhancing the Aqueous Stability of CsPbBr 3 by Growth in Nanoscopic Layered Silicates,Advanced Energy and Sustainability Research,journal,2026-03-01,article,en,,,,,Universität Hamburg,1,gold,0
10.1002/ente.202501989,10.1002/ente.202501989,Effect of Preheating on Phase Distribution and Orientation of 2D Halide Perovskite for Indoor Photovoltaics,Energy Technology,journal,2026-03-01,article,en,,,,,University Of St Andrews,1,hybrid,0
10.1016/j.mtcomm.2026.115046,10.1016/j.mtcomm.2026.115046,Hydrophobic diphenylguanidine additive improves the performance and stability of perovskite solar cells,Materials Today Communications,journal,2026-03-01,article,en,,,,,Changchun University Of Science And Technology,1,hybrid,0
10.1063/5.0319232,10.1063/5.0319232,Temperature effects on diurnal metastability of perovskite solar cells,APL Energy,journal,2026-03-01,article,en,,,,,Ben-gurion University Of The Negev,1,diamond,0
10.1063/5.0282489,10.1063/5.0282489,Exploring the function of organic CH3NH3GeI3-based perovskite solar cells using SCAPS-1D numerical analysis,Journal of Renewable and Sustainable Energy,journal,2026-03-01,article,en,,,,,Shri Ramswaroop Memorial University,1,closed,0
10.1016/j.chempr.2026.102964,10.1016/j.chempr.2026.102964,Trace-water-mediated formamidinium cation anchoring to regulate crystallization of tin-lead perovskite for efficient and stable photovoltaics,Chem,journal,2026-03-01,article,en,,,,,Qingdao University Of Science And Technology,1,closed,0
10.1002/ente.202502149,10.1002/ente.202502149,Advancements in Back Contact Materials for CdTe Solar Cells,Energy Technology,journal,2026-03-01,article,en,,,,,National,1,closed,0
10.1016/j.rio.2026.101031,10.1016/j.rio.2026.101031,Device modeling and performance analysis of lead-free perovskite solar cells for indoor and outdoor illumination using SCAPS-1D,Results in Optics,journal,2026-03-01,article,en,,,,,Vellore,1,gold,0
10.1002/cssc.202502574,10.1002/cssc.202502574,Compressive Strain Induced With Lattice‐Matching Molecule for Efficient and Stable Perovskite Solar Cells,ChemSusChem,journal,2026-03-01,article,en,,,,,University Of Jinan,0,closed,0
10.1002/cssc.202502722,10.1002/cssc.202502722,Homoepitaxial Seed‐Mediated Growth for High‐Efficiency FAPbI 3 Perovskite Solar Cells,ChemSusChem,journal,2026-03-01,article,en,,,,,Changzhou University,0,closed,0
10.1016/j.rineng.2026.109889,10.1016/j.rineng.2026.109889,Performance evaluation of a real-time BIPV system based on perovskite solar modules,Results in Engineering,journal,2026-03-01,article,en,,,,,,0,gold,1
10.1016/j.actphy.2026.100278,10.1016/j.actphy.2026.100278,Obscuring effect of current mismatch on ion migration in all-perovskite tandem solar cells,Acta Physico-Chimica Sinica,journal,2026-03-01,article,en,,,,,Anhui University,0,closed,0
10.1134/s1990793125701611,10.1134/s1990793125701611,"Effects of Reducing Agents, Citric Acid and Glycine Assisted Sol–Gel Combustion Synthesis of LaMnO3 Perovskites",Russian Journal of Physical Chemistry B,journal,2026-03-01,article,en,,,,,Karpagam Academy Of Higher Education,0,closed,0
10.1038/s41566-026-01871-w,10.1038/s41566-026-01871-w,Perovskite–silicon solar cells put to test,Nature Photonics,journal,2026-03-01,article,en,,,,,The Nature Conservancy,0,closed,0
10.1002/adom.202503859,10.1002/adom.202503859,A Multi‐Additive System With Superimposed Optimization Effects by Incorporating Additives With Tailored Mechanisms for Perovskite Solar Cells,Advanced Optical Materials,journal,2026-03-01,article,en,,,,,Sun Yat-sen University,0,closed,0
10.1002/ente.202502035,10.1002/ente.202502035,Unifying Absorber Doping and Interface Engineering for Barium‐Doped All‐Inorganic Perovskite Solar Cells for BIPV Applications,Energy Technology,journal,2026-03-01,article,en,,,,,National Centre For Earth Science Studies,0,closed,1
10.1002/adfm.74365,10.1002/adfm.74365,Cyclic Structured Ionic Molecules Formulating Multi‐Dimensional Perovskite Structures of Highly Stable and Efficient Perovskite Solar Cells (Adv. Funct. Mater. 18/2026),Advanced Functional Materials,journal,2026-03-01,article,en,,,,,University Of Seoul,0,closed,0
10.1002/ifm2.70013,10.1002/ifm2.70013,Trace MA + Accelerates the Degradation of Perovskite Solar Cells at Elevated Temperatures,Information & Functional Materials,journal,2026-03-01,article,en,,,,,Hong Kong Polytechnic University,0,diamond,0
10.1007/s10854-026-16770-7,10.1007/s10854-026-16770-7,Silver nanoparticle-decorated reduced graphene oxide as a hole transport layer for efficient and stable perovskite solar cells,Journal of Materials Science Materials in Electronics,journal,2026-03-01,article,en,,,,,King Abdulaziz University,0,closed,0
10.1177/17475198261428588,10.1177/17475198261428588,Promotion of a perovskite solar cell structure by optimizing several parametric factors in the SCAPS-1D simulation environment,Journal of Chemical Research,journal,2026-03-01,article,en,,,,,Sakarya University,0,gold,0
10.1063/5.0303744,10.1063/5.0303744,Structure design and optimization of a novel perovskite/GeSe tandem solar cell,Journal of Renewable and Sustainable Energy,journal,2026-03-01,article,en,,,,,Beijing University Of Civil Engineering And Architecture,0,closed,0
10.1002/adma.72616,10.1002/adma.72616,"Performance Constraints of All‐Perovskite Tandem Solar Cells in Low‐Intensity, Low‐Temperature Environments (Adv. Mater. 15/2026)",Advanced Materials,journal,2026-03-01,article,en,,,,,University Of Potsdam,0,closed,1
10.1134/s1063782625600780,10.1134/s1063782625600780,Improving the Performance of FTO/TiO2/MASnI3/Au Photovoltaic Device,Semiconductors,journal,2026-03-01,article,en,,,,,,0,closed,0
10.1002/slct.202505959,10.1002/slct.202505959,Nanoengineered Hematite as a Cost‐Effective Electron Transport Layer for Perovskite Solar Cells,ChemistrySelect,journal,2026-03-01,article,en,,,,,Chandigarh University,0,closed,0
10.33889/pmsl.2026.5.1.011,10.33889/pmsl.2026.5.1.011,Effect of Different Hole Transport Layers on the Performance of Lead Free CsGeI3 based Perovskite Solar Cell: A Numerical Simulation Study,Prabha Materials Science Letters,journal,2026-03-01,article,en,,,,,Manav Rachna International,0,hybrid,0
10.1063/5.0306380,10.1063/5.0306380,Accelerating perovskite nucleation in vacuum quenching via additive engineering for scalable inverted perovskite solar cells in ambient air,Journal of Renewable and Sustainable Energy,journal,2026-03-01,article,en,,,,,North China Electric Power University,0,closed,0
10.1007/s42247-026-01391-x,10.1007/s42247-026-01391-x,Impact of solvent annealing on the characteristics of spin coated perovskite solar cells,Emergent Materials,journal,2026-03-01,article,en,,,,,Research And Technology Center Of Energy,0,closed,0
10.3724/j.0253-3219.2026.hjs.49.250094,10.3724/j.0253-3219.2026.hjs.49.250094,GIWAXS in situ dynamic study of NH4Cl and MAAc additives regulating the crystallization behavior of perovskites,Nuclear Techniques,journal,2026-03-01,article,en,,,,,Shanghai,0,diamond,0
10.5755/j02.ms.42966,10.5755/j02.ms.42966,Influence of Deposition of rGO-TiO₂ and rGO-SiO₂ Films Order on the Properties of Electron Transport Layers,DOAJ (DOAJ: Directory of Open Access Journals),repository,2026-03-01,article,en,,,,,Xi’an International University,0,green,0
10.1002/ente.202501926,10.1002/ente.202501926,Beyond Conventional Designs: Dual Gradient Strategies Unlock 22.5% PCE in Carbon‐PSCs,Energy Technology,journal,2026-03-01,article,en,,,,,Université Moulay Ismail De Meknes,0,closed,0
10.1002/flm2.70061,10.1002/flm2.70061,Multifunctional ionic liquid boosts the efficiency of hole transport layer‐free carbon‐based perovskite solar cells beyond 20%,FlexMat.,journal,2026-03-01,article,en,,,,,,0,diamond,1
10.1002/csc3.70015,10.1002/csc3.70015,From Screening to Generation: Reshaping the Paradigm of New Energy Materials Discovery With Artificial Intelligence,cScience,journal,2026-03-01,article,en,,,,,Beihang University,0,hybrid,0
10.59467/ijhc.2026.36.171,10.59467/ijhc.2026.36.171,Advances in heterocyclic chemistry for high-performance energy materials: A review of green synthesis and functional applications,Indian Journal of Heterocyclic Chemistry,journal,2026-03-01,article,en,,,,,,0,closed,0
10.13044/j.sdnarema.d1.0662,10.13044/j.sdnarema.d1.0662,Nanomaterial-Enabled Strategies for High-Performance and Stable Perovskite Solar Cells,Journal of Sustainable Development of Natural Resources Management,journal,2026-03-01,article,en,,,,,,0,closed,0
10.17863/cam.129235,10.17863/cam.129235,Stabilizing perovskite solar cells via facet-selective molecular engineering,Apollo (University of Cambridge),repository,2026-03-01,article,en,,,,,,0,green,0
10.1360/csb-2026-0277,10.1360/csb-2026-0277,The impact of CsBr doping engineering on the performance of FAPbBr3 perovskite solar cells,Chinese Science Bulletin (Chinese Version),journal,2026-03-01,article,en,,,,,,0,closed,0
10.17983/301702,10.17983/301702,Development of Efficient Mixed Sn and Pb-based Perovskite Photovoltaics,ICR SuperComputer System Annual Research Report,journal,2026-03-01,article,en,,,,,University Of Tsukuba,0,bronze,0
10.1016/j.rio.2026.101118,10.1016/j.rio.2026.101118,Composition-dependent electronic and optical properties of all-inorganic CsPb1-xSnxBr3 perovskites investigated using first-principles calculations,Results in Optics,journal,2026-03-01,article,en,,,,,Baku Engineering University,0,gold,0
10.1002/solr.70284,10.1002/solr.70284,Interface Engineering for High‐Performance Perovskite Solar Cells,Solar RRL,journal,2026-03-02,article,en,,,,,Hebei University Of Technology,10,closed,1
10.1016/j.scenem.2026.100036,10.1016/j.scenem.2026.100036,"Dipole interface engineering in perovskite solar cells: Mechanisms, design, and application advances",Sustainable Chemistry for Energy Materials,journal,2026-03-02,article,en,,,,,Lingnan Normal University,3,gold,0
10.1016/j.mtchem.2026.103480,10.1016/j.mtchem.2026.103480,Intermediate-band engineering in halide perovskites for multi-junction-competitive single-junction photovoltaics,Materials Today Chemistry,journal,2026-03-02,article,en,,,,,,1,closed,0
10.1007/s11426-025-3191-0,10.1007/s11426-025-3191-0,In-situ zinc picolinate ligand engineering enables quantum dot solar cells with 18.29% efficiency,Science China Chemistry,journal,2026-03-02,article,en,,,,,Soochow University,1,closed,0
10.1016/j.apsusc.2026.166497,10.1016/j.apsusc.2026.166497,Insights into the charge dynamics at metal oxide/manganate perovskite interfaces from density functional theory,Applied Surface Science,journal,2026-03-02,article,en,,,,,University Of Osijek,0,closed,0
10.5281/zenodo.18832812,10.5281/zenodo.18832812,Theoretical Simulation and Efficiency Enhancement Study of CsSnBr3/FASnI3 Based Tin-Perovskite Solar Cell Using SCAPS-1D,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-02,article,en,,,,,,0,green,0
10.1038/s41598-026-42017-w,10.1038/s41598-026-42017-w,Defect mediated pulse terahertz emission from thiocyanate-treated hybrid perovskite nanoparticles: role of the orientation of built-in surface electric field,Scientific Reports,journal,2026-03-02,article,en,,,,,Gulf University For Science & Technology,0,gold,0
10.5281/zenodo.18832813,10.5281/zenodo.18832813,Theoretical Simulation and Efficiency Enhancement Study of CsSnBr3/FASnI3 Based Tin-Perovskite Solar Cell Using SCAPS-1D,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-02,article,en,,,,,,0,green,0
10.1007/s11814-026-00674-7,10.1007/s11814-026-00674-7,Three-dimensional Perovskite Solar Cells with Cs2SnI6 as Absorbing Layer Based on SCAPS-1D and DFT Theory,Korean Journal of Chemical Engineering,journal,2026-03-02,article,en,,,,,Shanghai University Of Electric Power,0,closed,0
10.1007/s12596-026-03078-2,10.1007/s12596-026-03078-2,Optimization/performance analysis of CH3NH3SnI3 based perovskite solar cell,Journal of Optics,journal,2026-03-02,article,en,,,,,Jaypee,0,closed,0
10.1021/acs.jpcc.5c07914,10.1021/acs.jpcc.5c07914,Why Perovskite Exhibits Photovoltaic Current–Voltage Hysteresis While Sb 2 Se 3 Does Not: Insights from Bias-Dependent Spectroscopic Response,The Journal of Physical Chemistry C,journal,2026-03-02,article,en,,,,,Huzhou Normal University,0,closed,0
10.1021/acs.jpcc.5c07914.s001,10.1021/acs.jpcc.5c07914.s001,Why Perovskite Exhibits Photovoltaic Current–Voltage Hysteresis While Sb2Se3 Does Not: Insights from Bias-Dependent Spectroscopic Response,Figshare,repository,2026-03-02,article,en,,,,,,0,green,0
10.1016/j.jpcs.2026.113639,10.1016/j.jpcs.2026.113639,Unveiling of D-cubic CsGeX 3 perovskites halide for high performance solar cells and photocatalytic hydrogen evolution applications: A DFT and SLME methods,Journal of Physics and Chemistry of Solids,journal,2026-03-03,article,en,,,,,Mohammed V University,8,closed,0
10.1016/j.joule.2025.102314,10.1016/j.joule.2025.102314,pH modulation for self-assembly-monolayer-type hole transport layer for efficient and stable perovskite-silicon double-junction solar cells,Joule,journal,2026-03-03,article,en,,,,,The University Of Sydney,6,closed,0
10.1002/adfm.202600017,10.1002/adfm.202600017,Carbonyl‐Amine Synergistic Dual‐Site Passivation for Efficient and Stable Wide‐Bandgap Perovskite Solar Cells,Advanced Functional Materials,journal,2026-03-03,article,en,,,,,,4,closed,0
